,gen_summaries,rouge_scores
775,summarize: (CNN) -- An Ohio distributor is recalling about 6 million Chinese-made tire valve stems after concluding that some of them,"{'rouge1': Score(precision=0.20833333333333334, recall=0.47619047619047616, fmeasure=0.28985507246376807), 'rouge2': Score(precision=0.0425531914893617, recall=0.1, fmeasure=0.05970149253731343), 'rougeL': Score(precision=0.14583333333333334, recall=0.3333333333333333, fmeasure=0.2028985507246377), 'rougeLsum': Score(precision=0.14583333333333334, recall=0.3333333333333333, fmeasure=0.2028985507246377)}"
776,"Mann is a former British army commando who was arrested four years ago after a plane carrying him and about 60 mercenaries landed in Zimbabwe. Though he said Thatcher was a top figure in the plot, Mann testified that even Thatcher was under Calil in the group's hierarchy.","{'rouge1': Score(precision=0.4117647058823529, recall=0.2857142857142857, fmeasure=0.3373493975903614), 'rouge2': Score(precision=0.030303030303030304, recall=0.020833333333333332, fmeasure=0.024691358024691357), 'rougeL': Score(precision=0.2647058823529412, recall=0.1836734693877551, fmeasure=0.21686746987951805), 'rougeLsum': Score(precision=0.29411764705882354, recall=0.20408163265306123, fmeasure=0.24096385542168677)}"
777,The documents -- applications for search warrants -- say a confidential informant told police in the days after the death that Atwater had told her he and Lovette had entered Carson's home through an open door and forced Carson to accompany them in her car.,"{'rouge1': Score(precision=0.2571428571428571, recall=0.20454545454545456, fmeasure=0.22784810126582275), 'rouge2': Score(precision=0.029411764705882353, recall=0.023255813953488372, fmeasure=0.025974025974025976), 'rougeL': Score(precision=0.11428571428571428, recall=0.09090909090909091, fmeasure=0.10126582278481013), 'rougeLsum': Score(precision=0.2, recall=0.1590909090909091, fmeasure=0.17721518987341772)}"
778,"summarize: (CNN) -- Malaysian opposition leader Anwar Ibrahim came out of hiding Monday, and says he has damaging evidence that proves senior members of the government faked evidence for sodomy charges against him.","{'rouge1': Score(precision=0.75, recall=0.75, fmeasure=0.75), 'rouge2': Score(precision=0.4838709677419355, recall=0.4838709677419355, fmeasure=0.4838709677419355), 'rougeL': Score(precision=0.625, recall=0.625, fmeasure=0.625), 'rougeLsum': Score(precision=0.71875, recall=0.71875, fmeasure=0.71875)}"
779,"""The FDA is silent on our request that it also send a warning letter to physicians clearly describing possible adverse reactions, such as tendon pain, so that patients can be switched to alternative treatments before tendons rupture,"" the group said. The companies that make the fluoroquinolone drugs will be required to submit label safety changes and the medication guide within 30 days of receiving the notification from the FDA or provide a reason why they do not believe such labeling changes are necessary, Cox said.","{'rouge1': Score(precision=0.4090909090909091, recall=0.21176470588235294, fmeasure=0.2790697674418605), 'rouge2': Score(precision=0.023255813953488372, recall=0.011904761904761904, fmeasure=0.015748031496062992), 'rougeL': Score(precision=0.18181818181818182, recall=0.09411764705882353, fmeasure=0.12403100775193798), 'rougeLsum': Score(precision=0.2727272727272727, recall=0.1411764705882353, fmeasure=0.18604651162790697)}"
780,Barack Obama leave Washington on Friday for a rally in New Hampshire.,"{'rouge1': Score(precision=0.19444444444444445, recall=0.5833333333333334, fmeasure=0.2916666666666667), 'rouge2': Score(precision=0.08571428571428572, recall=0.2727272727272727, fmeasure=0.13043478260869562), 'rougeL': Score(precision=0.16666666666666666, recall=0.5, fmeasure=0.25), 'rougeLsum': Score(precision=0.19444444444444445, recall=0.5833333333333334, fmeasure=0.2916666666666667)}"
781,"summarize: (CNN) -- A Corpus Christi, Texas, hospital is investigating how up to 17 babies in a neonatal intensive care unit received overdoses of the blood thinner heparin.","{'rouge1': Score(precision=0.3617021276595745, recall=0.6296296296296297, fmeasure=0.4594594594594595), 'rouge2': Score(precision=0.21739130434782608, recall=0.38461538461538464, fmeasure=0.27777777777777773), 'rougeL': Score(precision=0.23404255319148937, recall=0.4074074074074074, fmeasure=0.29729729729729726), 'rougeLsum': Score(precision=0.3617021276595745, recall=0.6296296296296297, fmeasure=0.4594594594594595)}"
782,"Purdum, a former New York Times reporter who covered the Clinton White House and is married to former Clinton press secretary Dee Dee Myers, defended his article on CNN's ""The Situation Room"" on Monday afternoon, saying he was ""very careful to say there is no clear-cut evidence that President Clinton has done anything improper.""","{'rouge1': Score(precision=0.2413793103448276, recall=0.125, fmeasure=0.16470588235294117), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1724137931034483, recall=0.08928571428571429, fmeasure=0.11764705882352941), 'rougeLsum': Score(precision=0.13793103448275862, recall=0.07142857142857142, fmeasure=0.09411764705882353)}"
783,"summarize: BIG SUR, California (CNN) -- Thousands of people living in Paradise are fleeing their small northern California town Wednesday as wildfires charge into the area, officials said. Further","{'rouge1': Score(precision=0.14893617021276595, recall=0.25, fmeasure=0.18666666666666665), 'rouge2': Score(precision=0.043478260869565216, recall=0.07407407407407407, fmeasure=0.0547945205479452), 'rougeL': Score(precision=0.10638297872340426, recall=0.17857142857142858, fmeasure=0.13333333333333333), 'rougeLsum': Score(precision=0.14893617021276595, recall=0.25, fmeasure=0.18666666666666665)}"
784,The Nepali Congress wants outgoing prime minister and party president Girija Prasad Koirala for the position.,"{'rouge1': Score(precision=0.09523809523809523, recall=0.25, fmeasure=0.13793103448275862), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07142857142857142, recall=0.1875, fmeasure=0.10344827586206898), 'rougeLsum': Score(precision=0.09523809523809523, recall=0.25, fmeasure=0.13793103448275862)}"
785,"Eduardo Buzzi, president of the Argentine Agrarian Federation, said the organization's directory board will meet Friday to discuss what steps it plans to take in response to President Cristina Fernandez de Kirchner's announcement.","{'rouge1': Score(precision=0.23404255319148937, recall=0.3142857142857143, fmeasure=0.2682926829268293), 'rouge2': Score(precision=0.06521739130434782, recall=0.08823529411764706, fmeasure=0.075), 'rougeL': Score(precision=0.1702127659574468, recall=0.22857142857142856, fmeasure=0.19512195121951217), 'rougeLsum': Score(precision=0.2127659574468085, recall=0.2857142857142857, fmeasure=0.24390243902439024)}"
786,"summarize: CHICAGO, Illinois (CNN) -- An Illinois man was charged with possession of a potentially deadly neurotoxin commonly found in puffer fish after the FBI led a raid at his home Monday.","{'rouge1': Score(precision=0.2708333333333333, recall=0.41935483870967744, fmeasure=0.3291139240506329), 'rouge2': Score(precision=0.10638297872340426, recall=0.16666666666666666, fmeasure=0.12987012987012986), 'rougeL': Score(precision=0.1875, recall=0.2903225806451613, fmeasure=0.2278481012658228), 'rougeLsum': Score(precision=0.22916666666666666, recall=0.3548387096774194, fmeasure=0.27848101265822783)}"
787,"Suzan Hubbard, director of the Division of Adult Institutions, decided that Susan Atkins' request should not be sent to the sentencing court for consideration, said Terry Thornton, spokeswoman for the California Department of Corrections and Rehabilitation. The court -- not the department or the state Board of Parole Hearings -- has the final say on whether Atkins should be released, Thornton said.","{'rouge1': Score(precision=0.2972972972972973, recall=0.18333333333333332, fmeasure=0.2268041237113402), 'rouge2': Score(precision=0.027777777777777776, recall=0.01694915254237288, fmeasure=0.02105263157894737), 'rougeL': Score(precision=0.16216216216216217, recall=0.1, fmeasure=0.12371134020618559), 'rougeLsum': Score(precision=0.21621621621621623, recall=0.13333333333333333, fmeasure=0.16494845360824745)}"
788,"While Bertha's power may fluctuate over the next day, it is expected to begin gradually weakening by Wednesday, the center's 11 p.m.","{'rouge1': Score(precision=0.19047619047619047, recall=0.32, fmeasure=0.2388059701492537), 'rouge2': Score(precision=0.024390243902439025, recall=0.041666666666666664, fmeasure=0.030769230769230767), 'rougeL': Score(precision=0.14285714285714285, recall=0.24, fmeasure=0.1791044776119403), 'rougeLsum': Score(precision=0.16666666666666666, recall=0.28, fmeasure=0.20895522388059704)}"
789,summarize: LOS ANGELES (CNN) -- A group of anonymous software developers said they will soon,"{'rouge1': Score(precision=0.11428571428571428, recall=0.2857142857142857, fmeasure=0.16326530612244897), 'rouge2': Score(precision=0.029411764705882353, recall=0.07692307692307693, fmeasure=0.0425531914893617), 'rougeL': Score(precision=0.08571428571428572, recall=0.21428571428571427, fmeasure=0.12244897959183673), 'rougeLsum': Score(precision=0.11428571428571428, recall=0.2857142857142857, fmeasure=0.16326530612244897)}"
790,"summarize: (CNN) -- Susan Atkins, a terminally ill former Charles Manson follower convicted in the murder of actress Sharon Tate, on Tuesday was denied a compassionate release from prison. Los Angeles County District Attorney Steve Cooley said Monday he was strongly opposed to the release, saying in a letter to the board it would","{'rouge1': Score(precision=0.35135135135135137, recall=0.24528301886792453, fmeasure=0.28888888888888886), 'rouge2': Score(precision=0.1111111111111111, recall=0.07692307692307693, fmeasure=0.09090909090909093), 'rougeL': Score(precision=0.13513513513513514, recall=0.09433962264150944, fmeasure=0.11111111111111112), 'rougeLsum': Score(precision=0.24324324324324326, recall=0.16981132075471697, fmeasure=0.19999999999999998)}"
791,"After Clinton's initial remarks to the newspaper were reported, the Obama campaign issued a statement saying the comment ""was unfortunate and has no place in this campaign."" But Obama himself later said, ""I don't think that Senator Clinton intended anything by it,"" and that ""we should put it behind us."" Howard","{'rouge1': Score(precision=0.32558139534883723, recall=0.2641509433962264, fmeasure=0.29166666666666663), 'rouge2': Score(precision=0.09523809523809523, recall=0.07692307692307693, fmeasure=0.0851063829787234), 'rougeL': Score(precision=0.13953488372093023, recall=0.11320754716981132, fmeasure=0.125), 'rougeLsum': Score(precision=0.3023255813953488, recall=0.24528301886792453, fmeasure=0.27083333333333326)}"
792,"Some signs show North Korean leader Kim Jong Il does intend to drop his nuclear weapon program, experts say. Some signs show North Korean leader Kim Jong Il does intend to drop his nuclear weapon program, experts say. Expand","{'rouge1': Score(precision=0.1951219512195122, recall=0.20512820512820512, fmeasure=0.2), 'rouge2': Score(precision=0.05, recall=0.05263157894736842, fmeasure=0.05128205128205128), 'rougeL': Score(precision=0.14634146341463414, recall=0.15384615384615385, fmeasure=0.15), 'rougeLsum': Score(precision=0.1951219512195122, recall=0.20512820512820512, fmeasure=0.2)}"
793,"summarize: HARARE, Zimbabwe (CNN) -- Zimbabwe's troubled central bank introduced $100 billion banknotes Saturday in a desperate bid to ease the recurrent cash shortages plaguing the inflation-ravaged economy.","{'rouge1': Score(precision=0.13043478260869565, recall=0.20689655172413793, fmeasure=0.16), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06521739130434782, recall=0.10344827586206896, fmeasure=0.08), 'rougeLsum': Score(precision=0.06521739130434782, recall=0.10344827586206896, fmeasure=0.08)}"
794,"That's because she gets $500 a month -- plus free gas -- for turning her car into a rolling billboard for Jobing.com, the online recruiting company she works for. ""People used to tease me about the 'Jobing' mobile, and now they're like, 'Oh, we'll get Misha to drive,' "" she","{'rouge1': Score(precision=0.4897959183673469, recall=0.47058823529411764, fmeasure=0.48), 'rouge2': Score(precision=0.22916666666666666, recall=0.22, fmeasure=0.22448979591836735), 'rougeL': Score(precision=0.3877551020408163, recall=0.37254901960784315, fmeasure=0.38), 'rougeLsum': Score(precision=0.3877551020408163, recall=0.37254901960784315, fmeasure=0.38)}"
